,OSOURCE,TCODE,STATE,MAILCODE,RECINHSE,RECP3,DOMAIN,WEALTH2,VETERANS,CRAFTS,WALKER,PEPSTRFL,RFA_5,RFA_24,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1423,38.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,224.0,40.0,4.413187809875265,0.25858459204006856,0.4679748897344766,0.028115770938321093,2.5223615615779944,0.2551317640984039,1.0752057023087942,-0.3931629793038424,-0.28909892651250374,-0.4297130530760981,0.7389059760611213,-0.22134090939480994,0.13853858479131884
1457,87.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,224.0,18.0,-2.5475601355372235,-1.2572108312548327,0.8036534710880969,-1.0063538833878156,1.8593172471078976,1.2134140666553572,0.46190636716792866,-0.20457444334356778,-0.17477384905271648,0.31978530215658124,-0.9299604038722392,-0.7591275870691436,-0.36238850906121195
1492,30.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,140.0,60.0,-3.1323017521385466,0.09406628008791995,-0.6766785884635672,0.927152110637302,1.691650664352639,1.1987293606678544,-0.9558438413834652,-1.3230245028269647,0.9346795033574625,1.6164222986572732,0.5452942232539697,-1.1918259404463611,0.3942281511124989
1493,62.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,72.0,8.0,2.262967890525354,0.6106304436838398,-2.981715037861557,-0.42822241729260857,-1.8440408043057661,1.447990055932083,-0.06636921094345492,1.9731553623816362,0.4748150758150336,-0.5644696897180085,-2.026590718361278,0.9823602647479542,-2.8641101229853168
1549,76.0,0.0,20.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3674610587677352,-2.6694123572123387,0.2496180292592876,0.7381657587145339,-0.14333776164922732,-0.38803959126284604,1.5268723030964335,-0.3936469506997656,-1.2381214139675503,0.23523600940196246,-0.27302291228079706,0.002420816620657953,0.7413719565788996
1559,19.0,1002.0,9.0,0.0,0.0,0.0,12.0,9.0,1.0,1.0,1.0,0.0,0.0,4.0,0.8550836796493001,-1.2579820707728495,-0.6573464542573442,0.3412479505617186,-0.5372475584680897,0.7429598978301803,0.49156497888816153,-1.2525674750791138,0.4031094321371781,-0.5328498223463595,-1.1968299308869785,-0.9627671088402928,-0.10714411688058324
1562,251.0,2.0,16.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,224.0,168.0,-4.945971749269923,0.5540346205564862,0.6590823157570443,-0.970618797756962,0.7633658790227105,-0.1391452987159887,-1.2706038722553985,0.15924725023839967,0.5950990667412911,0.9624930875686627,1.0034163679017876,-0.20343644371107478,-1.0060608307735708
1576,158.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,60.0,8.0,3.029689249707899,-0.7126654970815887,2.9402284125692173,2.141065095978687,-0.560849172052815,0.6684043458741842,0.3855140352529567,-0.2776143832515533,0.4484433413645285,0.10873852999982242,-0.9226392585739143,0.9513621495948378,-0.5974121166017651
1585,48.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,224.0,40.0,-0.9992770894849355,-4.037091716830963,0.4489826641697501,0.5779118788373597,0.011140539665798772,0.3326709877436526,1.1686212602247346,0.1381556504734428,-0.00901891497721393,-1.1906710817759796,0.9320897124662387,-1.6742637812993735,0.8737184665045813
1602,52.0,1.0,1.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24797178623296262,4.728079007180709,-0.9434095627186718,0.4413858361503786,-0.7599092322494586,-1.3684911554293397,2.387206785790988,0.11254563543720528,-1.6740891801023123,0.5014186301811623,0.9477546576451709,-0.6916749243354319,0.5592803215306708
1608,4.0,1.0,3.0,0.0,0.0,1.0,8.0,7.0,1.0,1.0,1.0,0.0,0.0,240.0,-1.6067483244348477,5.488239465679902,-0.0013363651428869086,1.560166414115573,2.280996015664336,1.179175741778511,4.331143031469672,-0.06019357365892557,-0.46626424922482135,-0.15419609013455704,0.0911940449540612,0.7599208343747474,-0.143122373464062
1622,255.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,72.0,3.0,1.9740832741059473,0.777504953282432,2.5962236358814463,-0.8329063132837609,-1.3894574541566163,-0.29387688171808246,1.0725947524258022,0.07767955506115366,-0.12295905019892389,-0.47806514758785856,1.0168430486944295,0.7247739021846326,-0.2173493986675124
1660,66.0,1002.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,-1.1412821921948288,-2.982936569835037,0.7396816293330203,-0.37225092604161336,0.9398090269559737,0.607109047635546,-1.336151938996716,0.24745967526494017,-0.5786767950172201,-0.6326934814242696,0.7789473420829397,-0.4174272264986278,-0.5695824728375344
1664,18.0,2.0,20.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,84.0,112.0,-2.4996170068523154,-0.4883856834878705,0.7539877549742507,-0.9288130506579027,1.264969992650701,0.6749722174366388,1.1807204947624885,-0.175183589229936,0.07582348778204274,-0.8673839764589012,0.4413353359214031,0.6281394772093907,1.9169137245587482
1667,54.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,-2.2795936083292805,0.4201220027696468,-1.1121634426076816,-0.06694067467696688,0.5985413801634227,-2.1624114614205627,-0.472316415117948,-0.4840887646230107,1.2248615648457786,-0.2947917139777242,0.02836165261150031,1.5214474334311863,0.31903472717333936
1694,8.0,2.0,3.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,60.0,60.0,0.3047992923534673,1.338534350317416,-1.0069606806186744,0.7284100100582562,0.3533416613692859,1.033142449820242,-0.0029973933755155302,0.2901246317693378,0.26253905325429,-0.10976984320357894,-0.21049825047339124,-0.1450503201546601,0.29864112939850496
1704,74.0,2.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.1671572625603288,-2.871981873900581,-2.341707458644146,0.4911391167190093,0.0039046895919040356,-2.1916275567138017,-0.014060020474870141,0.3165056594749956,0.7840355256691355,-0.27706406252157484,-1.9315016790770918,0.4934019249525835,-0.9592007314298784
1724,270.0,0.0,14.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,0.0,18.0,2.602311778574168,1.189346126745491,1.7962884192938702,-0.5746394263967612,0.21760091538429988,-0.09180358698188859,1.1810598885379173,-0.060717308452681314,-0.46494949610242026,-0.10012213757255364,-1.0455041409119388,0.5098298120361746,-0.006521824129164383
1733,8.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,224.0,56.0,-2.2471975279450445,0.08549834450728153,-1.0542413653437879,-0.9001677874286107,-0.3188526497126872,-1.9518291543691926,0.5960384153317062,-0.30123624599091803,1.3025679808346282,0.5273263563033428,1.6347316537999714,0.1342222253727767,-0.29008608629769406
1756,145.0,0.0,15.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,-3.5325352369108534,1.3133760457530583,1.490009677445279,-0.0020859534009395005,1.1416363252618977,0.37958096741293545,-1.4541382648442647,-0.08716250809648891,-0.4130136543917093,0.608430538195892,-0.2661352756244707,-0.3935792555208445,-0.05631008468351266
1764,113.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,-0.9131216700244552,0.056588828880581664,-0.2294226552473677,-0.28475698529976734,1.971952606303207,0.12338434910768326,-1.0915786923582558,0.2516129579351605,0.48204576366909935,0.8784529595229273,-0.12998318084233698,-0.05890934428005391,0.6877450437252427
1765,108.0,2.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,-0.3557652181320458,1.3417459466389503,-1.6802269770568317,0.12690959923940628,-0.3866859161413253,-3.0745234995933033,0.3526993073773246,2.0729880234763254,1.2254346432640975,-1.2879734645956362,0.1728354135172385,-1.0675516635829843,-0.33648562057651943
1779,206.0,2.0,7.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,24.0,40.0,-0.1508984876900633,-2.3740322994591345,-0.05234639340412065,-0.640533857736244,-0.47402447882642945,-2.4093364219130216,1.7337675923877474,0.6854180788181237,1.0095546984389159,-0.15640090349711344,-0.7204228950477214,1.3432321610958502,0.3079341902756056
1806,19.0,1.0,18.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,54.0,8.0,3.092268568373311,0.22250110871910328,1.3281801728336613,-1.0260000803002938,1.5541045037736938,0.18934297118865612,2.142965437661416,-0.7104301135209737,-0.31357473536632696,1.0713871908342696,-1.7078235500034933,0.25553367175598407,0.4239339773962272
1808,10.0,0.0,12.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,36.0,-0.533191782061916,0.173362436639562,0.9827864962202556,-0.5058026788512204,-1.63068822971828,0.2688057772074355,-0.3092672819195035,-1.2476924081438574,0.0803747479845772,-0.3245515307200639,0.2725706401730887,-0.017676229694100803,0.12378887066279955
1831,13.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.1108382002481283,-0.8429627276826341,0.04795914157536135,0.0387393474918533,-2.242245756868804,0.8025624831834324,-0.2786783471880592,-0.2635442198227692,0.8129883653052405,1.906534677549255,1.0435258131866398,0.7365589117295348,-1.0891857433417473
1855,126.0,1.0,3.0,0.0,1.0,0.0,12.0,4.0,1.0,0.0,0.0,1.0,18.0,0.0,1.4805060234547895,0.43749796476016195,-0.5542018616844551,-0.7421183409698513,-0.8963479552567598,-0.03827271358834002,2.0504812094525477,1.0125533343067716,-0.2596257030704887,0.4108382913611856,1.1543164074643175,-0.41096237184551837,0.914672048629243
1871,174.0,28.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,60.0,3.4884058019566,0.11737546786250617,-2.9214210663964155,0.039285807826241845,2.2608162603482915,0.4786403037135138,-2.2620767775571444,-0.3515117701336426,-0.6900521351732792,-0.8845969751262116,1.3102408702695165,-0.30857393529048455,-0.4319110603505687
1875,22.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,240.0,36.0,1.1698673155570047,0.5157565449015308,2.527964130902814,0.6652165157709771,-1.578480431469053,-0.010411419176022257,1.4206585910963334,-0.5535067308149766,-0.5384561197693902,0.31920326806793053,-0.7564992034978779,2.2110890725472756,-0.054476674598544876
1893,115.0,1.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,72.0,32.0,2.4791497549624912,-0.023870886547760317,0.25721622152839574,-1.3109605041021604,1.0203282986459878,0.31272274907463077,-2.0215895230561194,0.22641832268400447,0.12203875775141455,-0.3748747803755782,1.4593059055078295,0.43199328972440376,1.1110502973128424
1899,127.0,1.0,10.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,63.0,48.0,1.8234542152697453,2.1027378649360644,-0.5937253178012932,-1.3629497400790616,0.6319699254176887,-0.5215441441544744,1.4567433042758533,0.2705365962263414,-1.098851305128064,-0.5734724525815178,2.023769407304984,-0.881543983021775,0.06474249689170544
1919,121.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,60.0,18.0,-1.726154341216155,-2.3258593154461664,1.7089640124360064,-0.262227603428869,-0.448395400084452,-0.05880990008108467,-1.5867808157139747,-0.0663357770069375,-0.22159728230643344,-0.5513698116014356,0.7969102040493267,-1.55683842599485,-0.31137096153950417
1961,52.0,0.0,0.0,1.0,1.0,0.0,15.0,4.0,0.0,0.0,0.0,1.0,120.0,60.0,-1.1999977946238718,1.1589246489909448,-1.8687266284992359,2.4464556795714616,-1.8961993526369154,0.8407605472742049,0.678044647645572,0.49564142703871683,0.7663237645334946,-1.2256544054140648,-0.721941666243006,-1.2706113453793555,0.783285220427488
1988,45.0,2.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.7633383378504885,-1.8630826164221037,1.214573553060115,0.7230597474965662,0.6758092201706923,-0.15648695116139924,-0.8594725270935024,1.9579372486616546,-3.243298070131987,0.7064736555029116,-1.3203320227354347,-0.19965080525838258,-1.3912253126183287
2037,224.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,18.0,40.0,3.037871289468609,0.6040213555536932,0.6258343012741443,-1.0274326036000383,-2.691670004363443,-0.819502600288213,-0.50749100153159,1.7763158408427526,0.1015919316407591,-0.16873612882189798,0.20340537447745735,-0.1955245576633847,0.7615194202484528
2042,34.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,120.0,36.0,1.5699729264643834,2.262522422909319,0.41520443464190215,0.26157337246242823,0.9410455376091903,-0.06787925648422993,1.3581925736814962,-0.6379590794300328,-0.47742459121224373,0.050073013965349994,-0.720242944757575,-0.016787223068643133,0.5590731882338335
2047,284.0,3.0,23.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5693914733985732,1.0109777604187444,0.7164663165741276,0.47952604772078455,1.1149096942980115,-1.6863552702841134,-1.0664286573261323,-0.5312338236993972,1.96153449162612,0.9003465918205978,-0.8377923000069871,2.3611161745032865,-0.14777120907350216
2064,286.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,60.0,60.0,1.5970271379813257,3.1163020973701774,1.8679750555981471,1.8641437100587714,-1.7266963694274937,-0.8629273300403753,-0.8673732410251964,1.8579248089384433,-0.07299167331227471,0.3219190712997207,-1.7885898749356954,-1.2362400112633618,1.5156612070554878
2085,123.0,2.0,3.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,36.0,96.0,2.2812787885626276,2.851628491966369,2.1602282358709504,-1.3238629824365609,-0.2674215075652683,-1.3713192837999426,-0.24333384056346663,-0.29616671239947334,-0.8471210701632084,0.2452390234523881,-1.2774911346202162,-0.9590773136540836,0.30395672546406177
2109,10.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,20.0,8.0,1.7836284886985154,-1.8177636684290364,-3.5216742938014503,0.2951097611160394,-1.539271551484791,0.5228957300638457,-1.5872790552505456,0.17576534709306674,-0.5203067824694079,-1.265799456570105,0.5712173152353374,1.0473614481786409,-0.09676421692254902
2111,38.0,0.0,13.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,20.0,8.0,2.032302261473684,-1.9937457830841527,1.832753483902488,0.4039251157037343,-4.038188190636964,-0.9644117019003448,-1.394930782505563,0.2264943267565333,-0.8733493580495231,-0.13672777015898394,0.6809115193125035,0.1435231289204609,-0.9831110072075346
2138,79.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,18.0,0.8971935474173001,1.4526458925200325,-0.06252267298372861,-0.04081928680439361,-0.32164760413296517,-0.19240288127391386,-0.5625846550731279,-0.5427832705830025,-0.4594707045694269,-0.39075528127362436,0.15131823894345325,-1.1983739222498626,-0.318755081481758
2170,291.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,54.0,18.0,0.05700063117485764,-1.7557017680464024,0.4744871506261932,-0.7981226570173633,-0.9811432223095247,0.6770932993439138,0.026663478355152977,-1.239916310541579,0.06772519579068019,-0.8091415779375709,0.13816427135327347,0.6585291620526458,0.11261590925285193
2219,54.0,2.0,16.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,18.0,1.473110139835099,2.0861986841675653,3.283802030874564,-1.0155252048167072,-0.9209090409969126,-0.5053375632633326,-0.32169662266848725,-0.28269656133348076,-0.29099372528021245,-0.6190941032158681,0.7860701136650993,1.150487896570069,0.37262982056726934
2241,32.0,2.0,10.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,63.0,48.0,-0.9758175584528095,-0.16727238218257343,-1.4511007223509966,-0.40916339155374076,-1.7751261356143393,0.5840716627247425,-0.6016393204473562,-1.2322683470263796,0.2717367241534982,0.42948221709011747,0.37258718499024734,-0.7828342041679023,-0.5162106343094633
2253,15.0,2.0,14.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,42.0,112.0,-0.6859751245100542,1.7013622890750222,-2.2436760140952097,-0.5534037031265185,0.666988104972092,-3.136903667294791,-0.9663506615010381,-0.684521676356121,1.5961798156025937,-0.9467485122770264,-0.8410741814459718,-0.02273860374809036,-0.44788968934073253
2264,70.0,1.0,24.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6985388793620986,2.2217694785096316,0.9132098738309323,0.4790721176335167,0.18774539880154434,0.40838746463013237,-0.928162456305176,-0.7969738267794727,0.0824584954249875,1.6280662666058516,0.1237527847603454,1.1823225674260072,0.23946940132304237
2265,45.0,28.0,15.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,-0.27466253028331117,0.34144475712967276,-1.0332761406469442,-0.291639148487929,-0.19559358490797704,0.4496672531105534,0.9467478484586722,0.2979396596093951,-0.5488642184855961,-0.014508171339702999,-1.117490861901399,-0.6453931075473576,0.1901762081373127
2268,35.0,0.0,17.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,18.0,-0.4572510636437586,-0.044722239345321255,1.3423615093839354,-1.086402264713612,-1.298455339516151,0.258052908559859,2.519860324936839,-0.9708638264541222,-0.20093792655824014,-0.14389138345087632,-0.4018535040510913,-0.42028235700264693,0.07763753651933153
2281,112.0,2.0,15.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,72.0,-2.3466356677362232,-1.0558837253450832,2.6251582194349807,-0.05318572944987485,1.4794977152870308,1.0364098684063463,-1.193450915918532,-0.2567370992205673,0.26153549103474827,-1.1175457321866382,-0.2167536825054245,-0.4719069007800409,-0.1820377538137361
2307,54.0,2.0,15.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,224.0,112.0,-0.7983565326370161,0.5908993877778632,-0.4775999082536886,-1.3689659431335153,0.9724286195820899,-2.2108084383249413,0.6458576345850682,1.3464136914768878,1.4831001213883046,-1.0837861856828435,0.5838126606216387,0.8750997578848999,0.9735009362700621
2338,123.0,4.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5208407089245924,0.7656733111199083,-1.882581472085803,0.2514268866567994,0.9344596291737616,1.0021262985208286,-0.9776668510622255,-1.1996244273272751,-0.18375864500819297,-1.1393249416474043,-0.8261626971456708,-1.1277447120125847,-0.27933446057252054
2351,60.0,0.0,2.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,3.4764715626643667,1.0240886862298724,2.3611391032411118,-0.9209586479299361,-1.948153295805121,-1.9099953235113336,0.08260726688643792,0.17708613445626015,-1.0070659337995622,-0.05254243196795785,-0.1202324417346392,-0.41946759722029664,0.17636523972248708
2384,302.0,0.0,14.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,54.0,4.0,2.642957929820676,1.5681880427004702,-3.6093000489572784,-1.0267911853962932,2.671773629497479,1.240140199628943,0.4736701375526636,1.0416958155770875,-0.48667533245968114,-0.7280368425918137,0.2540470430455465,-0.2139496126337363,-0.2947718756076192
2399,38.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,40.0,2.940979951918805,-0.3573397279562588,0.37209474390682956,-0.14969601493817114,-0.6907996488208715,0.20235354086564994,0.19718522770984123,-0.05882860472901314,-0.23317382617184917,0.8870034463068062,-0.8925379481554558,0.9054207429168073,-0.5277367202489375
2400,62.0,0.0,13.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,48.0,2.4021569802640363,-0.9070549693743953,0.5489440324665605,-0.6188032095152195,0.03590664658703086,0.42840754452213053,0.3920009358590525,-0.3843260186874129,0.13310951344660496,0.6838315161328591,-0.9057258949989474,0.11159117798195242,0.8111450156889125
2416,4.0,0.0,3.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,1.0,72.0,0.0,0.4384828615273091,1.3843459216038216,-1.5436005834177293,-0.39011141866255733,-0.005009712316173987,-0.10114100266234506,-0.6995935118938831,-1.2105679981522106,-0.511478527357928,0.35438527649483775,0.0901918081248674,-0.2753994639181569,0.4165193140559807
2438,8.0,1.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,84.0,112.0,-4.286887527233162,3.3549319384938485,-1.0131744687840556,-0.8823137648917877,-0.7815854088912333,-2.206417384587175,0.258879683335614,0.050268201223879365,2.037122434224551,0.273420590966622,1.3252432838649497,0.9727608686818491,-0.7625051945670579
2450,10.0,0.0,31.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,48.0,2.2275585773086655,1.1683225488669293,1.114776983933462,-1.7228850852873265,3.7179934060802324,1.6959303988122638,0.7293525507450608,1.6730144262086195,0.8710487858448133,-0.6724571023256104,0.6461865638130917,-0.1578404558222431,-1.4786669359220643
2466,87.0,2.0,18.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,120.0,120.0,2.4631704257769065,1.7573419834225497,0.6119246616770793,2.1849124154809756,0.8330836437283818,-0.34455992835878374,0.7406536451786545,-0.337649767834581,-0.7016065496799524,-0.9539479572858808,1.2553848933225744,-1.3370502414177055,-0.20603452189220586
2470,21.0,2.0,3.0,0.0,0.0,0.0,12.0,6.0,1.0,1.0,0.0,1.0,36.0,4.0,0.5731010322087553,-0.5470765107549274,-3.231773293728433,0.05139056092149648,-1.2631570783637824,-0.33832573457698684,0.6715443762416992,-0.41963793147118306,-2.5416010374906595,0.15354230400032262,0.8925427035458889,1.6891576367602024,0.06534004201909063
2485,159.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,20.0,8.0,4.166146120223578,-0.06050054544674664,-1.3482167440478834,1.0741434749567325,2.24218131279394,0.3097680242507811,-0.3144467391991214,-0.2821736792766254,-0.5537454104942333,-0.5498082722991108,-0.8105902507606627,-0.8643826897323487,-0.31965830765031095
2492,118.0,0.0,5.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,60.0,8.0,1.0079376551069206,-1.9431078514683386,-0.08675037646768928,0.8101189403246749,-3.292120270777978,-0.15990743926870016,-0.9053309544694383,-1.1690233847040647,0.12334848205046783,0.5388942326939701,1.4451565270443256,0.8699225125079099,0.14509459173493222
2503,22.0,0.0,1.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,48.0,1.4041550248777617,0.03397474945688583,-2.9810371986647675,-0.36329359681600937,0.04208956469842604,2.2575552738619606,0.2634835661923641,1.6017581101441154,0.9352870711828554,-1.1689481685934302,0.07593310997738167,0.9822996999196143,-0.9920353541815963
2512,51.0,0.0,31.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,1.5825797231973109,1.8239221412841986,-0.7808842729760911,-0.01347147177367521,-0.6477765850962919,1.5771557073805875,0.46065167541542323,1.6579321726284497,0.4692454402875105,-1.055508947025576,-0.0721626068251237,0.8561420151636439,-2.1180782276675725
